Design Life =~ ,80 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design Temperature < ,20 deg C water temp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time/Age [years],20 deg,21 deg,22 deg,23 deg,24 deg,25 deg,26 deg,27 deg,28 deg,29 deg,30 deg,31 deg,32 deg,33 deg,34 deg,35 deg,36 deg,37 deg,38 deg,39 deg,40 deg,41 deg,42 deg,43 deg,44 deg,45 deg,46 deg,47 deg,48 deg,49 deg,50 deg
201,0.999999837,0.999999871,0.999999887,0.999999908,0.999999936,0.99999995,0.999999959,0.999999966,0.999999976,0.99999998,0.999999983,0.99999999,0.999999993,0.999999994,0.999999995,0.999999996,0.999999997,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1
202,0.99999986,0.99999989,0.999999904,0.999999922,0.999999945,0.999999958,0.999999965,0.999999972,0.99999998,0.999999983,0.999999986,0.999999991,0.999999994,0.999999995,0.999999996,0.999999996,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1
203,0.99999988,0.999999906,0.999999918,0.999999933,0.999999954,0.999999964,0.99999997,0.999999976,0.999999983,0.999999985,0.999999988,0.999999993,0.999999995,0.999999996,0.999999997,0.999999997,0.999999998,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1
204,0.999999898,0.99999992,0.99999993,0.999999943,0.999999961,0.99999997,0.999999975,0.99999998,0.999999986,0.999999988,0.99999999,0.999999994,0.999999996,0.999999996,0.999999997,0.999999997,0.999999999,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1
205,0.999999912,0.999999931,0.99999994,0.999999951,0.999999966,0.999999974,0.999999979,0.999999983,0.999999988,0.99999999,0.999999992,0.999999995,0.999999997,0.999999997,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1
206,0.999999925,0.999999941,0.999999949,0.999999959,0.999999972,0.999999978,0.999999982,0.999999986,0.99999999,0.999999991,0.999999993,0.999999996,0.999999997,0.999999998,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1
207,0.999999936,0.99999995,0.999999956,0.999999965,0.999999976,0.999999982,0.999999985,0.999999988,0.999999992,0.999999993,0.999999994,0.999999996,0.999999998,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1
208,0.999999945,0.999999957,0.999999963,0.99999997,0.99999998,0.999999985,0.999999987,0.99999999,0.999999993,0.999999994,0.999999995,0.999999997,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1
209,0.999999953,0.999999964,0.999999968,0.999999975,0.999999983,0.999999987,0.999999989,0.999999991,0.999999994,0.999999995,0.999999996,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1
210,0.99999996,0.999999969,0.999999973,0.999999978,0.999999985,0.999999989,0.999999991,0.999999993,0.999999995,0.999999996,0.999999996,0.999999998,0.999999999,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
211,0.999999966,0.999999974,0.999999977,0.999999982,0.999999988,0.999999991,0.999999992,0.999999994,0.999999996,0.999999996,0.999999997,0.999999998,0.999999999,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,0.999999971,0.999999978,0.999999981,0.999999985,0.99999999,0.999999992,0.999999994,0.999999995,0.999999997,0.999999997,0.999999998,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213,0.999999976,0.999999981,0.999999983,0.999999987,0.999999991,0.999999993,0.999999995,0.999999996,0.999999997,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
214,0.999999979,0.999999984,0.999999986,0.999999989,0.999999993,0.999999995,0.999999995,0.999999996,0.999999998,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,0.999999982,0.999999986,0.999999988,0.999999991,0.999999994,0.999999995,0.999999996,0.999999997,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,0.999999985,0.999999988,0.99999999,0.999999992,0.999999995,0.999999996,0.999999997,0.999999997,0.999999998,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
217,0.999999987,0.99999999,0.999999991,0.999999993,0.999999996,0.999999997,0.999999997,0.999999998,0.999999999,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218,0.999999989,0.999999992,0.999999993,0.999999994,0.999999996,0.999999997,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
219,0.999999991,0.999999993,0.999999994,0.999999995,0.999999997,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220,0.999999992,0.999999994,0.999999995,0.999999996,0.999999997,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221,0.999999993,0.999999995,0.999999996,0.999999997,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222,0.999999994,0.999999996,0.999999996,0.999999997,0.999999998,0.999999999,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
