1,1.03993E-07,3.39331E-07,1.22685E-06,3.08196E-07,3.71943E-07,9.91989E-07,6.33739E-07,1.70107E-07,1.22772E-06,5.85374E-07,1.18883E-06,1.03476E-06,2.62203E-07,5.83053E-07,4.08302E-07,1.63097E-07,3.30215E-07,3.79781E-07,6.09139E-07,8.92427E-07,1.04495E-06,1.01486E-06,1.38512E-06,1.06244E-06,8.85356E-07,7.64673E-07,1.67617E-07,1.06789E-06,7.83083E-07,1.38907E-06,1.44932E-06
51,0.010785936,0.018198089,0.030516675,0.019612774,0.022240233,0.035082042,0.030445206,0.020650474,0.042855441,0.034670951,0.046763715,0.047413953,0.031129808,0.042791625,0.039909735,0.029458677,0.040484817,0.044123495,0.054305899,0.063698549,0.069970039,0.072663006,0.081812206,0.079187195,0.078244257,0.053961553,0.049751339,0.094160557,0.086871339,0.109930434,0.114881789
52,0.011415717,0.019194759,0.032057964,0.020703482,0.023468322,0.036912819,0.032085389,0.021867178,0.045080345,0.036571949,0.049215042,0.049935213,0.032950771,0.045175002,0.042194247,0.031247002,0.042848448,0.046682665,0.057366278,0.067199446,0.073780606,0.076638977,0.086188791,0.083521046,0.082595166,0.056939206,0.052866367,0.099350743,0.091777792,0.115879377,0.121082446
53,0.012068998,0.020224913,0.033644185,0.021831669,0.024738045,0.03879964,0.033778648,0.023129505,0.047372259,0.038535937,0.051741063,0.05253504,0.03483863,0.047638674,0.044559282,0.033104893,0.045297894,0.049333497,0.060530449,0.070813377,0.077711604,0.080741177,0.090697985,0.087991524,0.087086897,0.06001461,0.05610583,0.104703546,0.096845393,0.12200574,0.127466058
54,0.012746164,0.021288955,0.035275631,0.022997807,0.0260499,0.040742923,0.035525493,0.024438161,0.049731595,0.040563536,0.054342227,0.055213951,0.036794298,0.050183402,0.047005743,0.03503345,0.047834196,0.052077022,0.063799271,0.074540976,0.081763536,0.084970104,0.095339973,0.092599018,0.091719975,0.063188479,0.059471514,0.110219041,0.102074607,0.128308933,0.134031814
55,0.013447594,0.022387278,0.036952584,0.02420236,0.02740437,0.042743064,0.037326414,0.025793843,0.052158736,0.042655343,0.057018948,0.057972424,0.03881866,0.052809906,0.049534497,0.037033751,0.050458354,0.054914224,0.067173537,0.078382798,0.085936814,0.089326157,0.10011483,0.0973438,0.096494799,0.066461473,0.062965119,0.115897133,0.107465732,0.13478815,0.140778671
56,0.014173666,0.023520269,0.03867531,0.025445782,0.028801929,0.04480044,0.039181883,0.027197232,0.054654034,0.044811927,0.059771604,0.060810898,0.040912576,0.055518864,0.052146371,0.039106845,0.053171324,0.057846036,0.070653975,0.082339319,0.090231758,0.093809632,0.105022513,0.10222602,0.101411639,0.069834189,0.066588261,0.121737551,0.113018897,0.14144237,0.147705353
57,0.014924753,0.024688308,0.040444063,0.026728517,0.030243036,0.046915406,0.041092353,0.028648999,0.057217814,0.047033835,0.062600539,0.063729773,0.043076878,0.058310917,0.054842151,0.041253757,0.055974019,0.06087334,0.074241244,0.086410931,0.094648595,0.098420721,0.110062867,0.107245704,0.106470638,0.073307164,0.070342468,0.127739847,0.118734059,0.148270352,0.15481035
58,0.015701224,0.025891766,0.042259081,0.028051,0.031728141,0.049088295,0.043058258,0.030149802,0.05985037,0.049321584,0.065506058,0.066729407,0.045312372,0.061186661,0.057622584,0.043475481,0.058867304,0.063996965,0.077935934,0.090597943,0.099187455,0.103159513,0.115235618,0.112402758,0.111671804,0.076880874,0.074229172,0.13390339,0.124611,0.155270638,0.16209192
59,0.016503446,0.027131004,0.044120588,0.029413654,0.033257681,0.051319421,0.045080013,0.031700285,0.062551965,0.051675667,0.068488429,0.069810118,0.047619835,0.064146652,0.060488372,0.045772983,0.061851997,0.067217684,0.081738565,0.09490058,0.103848373,0.108025988,0.120540375,0.117696959,0.117015016,0.080555731,0.078249713,0.140227372,0.130649325,0.16244155,0.169548083
60,0.017331781,0.028406376,0.046028795,0.030816895,0.03483208,0.053609073,0.047158013,0.03330108,0.065322834,0.054096549,0.071547883,0.072972182,0.050000013,0.067191402,0.063440177,0.0481472,0.06492887,0.070536218,0.085649584,0.099318982,0.108631286,0.113020022,0.125976629,0.123127962,0.122500015,0.084332085,0.082405328,0.146710801,0.13684846,0.169781193,0.177176625
61,0.018186587,0.029718229,0.047983897,0.032261126,0.03645175,0.055957521,0.049292633,0.034952805,0.068163181,0.056584669,0.074684616,0.076215835,0.052453626,0.070321379,0.066478615,0.050599037,0.068098644,0.07395323,0.089669366,0.103853201,0.113536034,0.118141381,0.131543753,0.12869529,0.128126408,0.088210218,0.086697152,0.153352501,0.143207651,0.177287447,0.184975099
